DATE,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,VOLUME,DAILY_RETURN,MA_7,52W_HIGH,52W_LOW,VOLATILITY
2025-04-22,ARMANFIN,EQ,1662.1,1733.0,1610.2,1639.4,90764,-0.013657421334456302,,1744.0,1548.4,0.02649993269656215
2025-04-23,ARMANFIN,EQ,1657.4,1735.0,1640.1,1727.0,125769,0.04199348376975981,,1744.0,1548.4,0.02649993269656215
2025-04-24,ARMANFIN,EQ,1727.1,1744.0,1670.0,1678.6,36398,-0.02808175554397545,,1744.0,1548.4,0.02649993269656215
2025-04-25,ARMANFIN,EQ,1670.0,1678.6,1581.0,1631.1,65740,-0.023293413173652747,,1744.0,1548.4,0.02649993269656215
2025-04-28,ARMANFIN,EQ,1659.0,1664.8,1598.0,1602.6,31601,-0.03399638336347203,,1744.0,1548.4,0.02649993269656215
2025-04-29,ARMANFIN,EQ,1610.5,1643.0,1576.0,1616.0,19655,0.0034150884818379386,,1744.0,1548.4,0.02649993269656215
2025-04-30,ARMANFIN,EQ,1600.0,1607.6,1548.4,1558.7,23317,-0.02581249999999997,1636.2,1744.0,1548.4,0.02649993269656215
2025-04-22,AROGRANITE,EQ,37.2,37.39,35.82,36.19,19711,-0.027150537634408736,,38.98,34.51,0.01170033586475963
2025-04-23,AROGRANITE,EQ,36.55,38.98,35.96,36.54,20706,-0.00027359781121745583,,38.98,34.51,0.01170033586475963
2025-04-24,AROGRANITE,EQ,36.9,37.21,36.07,36.24,33711,-0.017886178861788525,,38.98,34.51,0.01170033586475963
2025-04-25,AROGRANITE,EQ,36.29,36.59,34.63,34.94,24715,-0.03720033066960599,,38.98,34.51,0.01170033586475963
2025-04-28,AROGRANITE,EQ,35.72,35.88,34.51,35.01,14411,-0.01987681970884661,,38.98,34.51,0.01170033586475963
2025-04-29,AROGRANITE,EQ,35.31,35.69,34.77,34.92,10335,-0.011045029736618537,,38.98,34.51,0.01170033586475963
2025-04-30,AROGRANITE,EQ,35.24,35.59,34.6,34.68,23921,-0.015891032917139676,35.50285714285714,38.98,34.51,0.01170033586475963
2025-04-22,ARTEMISMED,EQ,285.5,289.1,280.5,284.7,117207,-0.0028021015761821766,,289.1,248.05,0.01219044247630041
2025-04-23,ARTEMISMED,EQ,285.95,287.0,275.7,278.15,80756,-0.0272774960657458,,289.1,248.05,0.01219044247630041
2025-04-24,ARTEMISMED,EQ,280.5,280.5,270.9,277.0,93318,-0.012477718360071301,,289.1,248.05,0.01219044247630041
2025-04-25,ARTEMISMED,EQ,276.2,278.4,263.0,266.0,98441,-0.03692976104272262,,289.1,248.05,0.01219044247630041
2025-04-28,ARTEMISMED,EQ,266.25,272.65,262.6,264.05,64056,-0.008262910798122023,,289.1,248.05,0.01219044247630041
2025-04-29,ARTEMISMED,EQ,265.0,269.4,257.6,259.8,61909,-0.01962264150943392,,289.1,248.05,0.01219044247630041
2025-04-30,ARTEMISMED,EQ,260.25,262.8,248.05,252.95,96823,-0.02804995196926037,268.95,289.1,248.05,0.01219044247630041
2025-04-22,ARTNIRMAN,EQ,46.99,46.99,44.06,44.52,1723,-0.05256437539902104,,47.57,44.06,0.027854886987618607
2025-04-23,ARTNIRMAN,EQ,46.79,46.79,44.56,44.66,3431,-0.045522547552895976,,47.57,44.06,0.027854886987618607
2025-04-24,ARTNIRMAN,EQ,45.27,46.41,45.0,45.97,2866,0.015462778882261888,,47.57,44.06,0.027854886987618607
2025-04-25,ARTNIRMAN,EQ,45.96,46.35,44.36,46.22,5582,0.005657093124456006,,47.57,44.06,0.027854886987618607
2025-04-28,ARTNIRMAN,EQ,46.82,46.82,45.62,46.45,1914,-0.007902605724049497,,47.57,44.06,0.027854886987618607
2025-04-29,ARTNIRMAN,EQ,47.57,47.57,44.62,45.87,121,-0.03573680891318064,,47.57,44.06,0.027854886987618607
2025-04-30,ARTNIRMAN,EQ,46.52,46.52,44.31,44.32,543,-0.047291487532244256,45.43,47.57,44.06,0.027854886987618607
2025-04-22,ARVEE,EQ,153.0,153.0,149.0,149.44,82,-0.023267973856209167,,153.0,140.25,0.01984678936467313
2025-04-23,ARVEE,EQ,149.44,152.89,143.0,145.0,495,-0.02971092077087793,,153.0,140.25,0.01984678936467313
2025-04-24,ARVEE,EQ,150.0,151.0,144.0,144.37,450,-0.0375333333333333,,153.0,140.25,0.01984678936467313
2025-04-25,ARVEE,EQ,148.25,150.0,144.13,148.39,756,0.0009443507588531964,,153.0,140.25,0.01984678936467313
2025-04-28,ARVEE,EQ,148.68,153.0,140.25,142.29,2453,-0.042978208232445615,,153.0,140.25,0.01984678936467313
2025-04-29,ARVEE,EQ,144.01,146.98,140.99,144.68,286,0.004652454690646594,,153.0,140.25,0.01984678936467313
2025-04-30,ARVEE,EQ,146.0,146.97,143.0,145.99,141,-6.849315068486921e-05,145.73714285714286,153.0,140.25,0.01984678936467313
2025-04-22,ARVIND,EQ,380.9,392.2,372.7,390.1,575166,0.024153321081648846,,395.6,357.8,0.02113755843464399
2025-04-23,ARVIND,EQ,394.0,394.0,384.0,388.15,309464,-0.014847715736040667,,395.6,357.8,0.02113755843464399
2025-04-24,ARVIND,EQ,388.7,393.9,382.2,391.15,439477,0.0063030614870079466,,395.6,357.8,0.02113755843464399
2025-04-25,ARVIND,EQ,391.95,395.6,378.65,387.75,675991,-0.010715652506697254,,395.6,357.8,0.02113755843464399
2025-04-28,ARVIND,EQ,390.6,391.6,379.2,381.2,208508,-0.02406554019457254,,395.6,357.8,0.02113755843464399
2025-04-29,ARVIND,EQ,380.0,385.35,378.5,380.75,190441,0.001973684210526316,,395.6,357.8,0.02113755843464399
2025-04-30,ARVIND,EQ,379.0,379.0,357.8,363.8,690289,-0.04010554089709759,383.2714285714286,395.6,357.8,0.02113755843464399
2025-04-22,ARVINDFASN,EQ,427.95,441.9,419.6,440.45,228543,0.029209019745297347,,443.9,395.0,0.024610425387987883
2025-04-23,ARVINDFASN,EQ,441.45,443.9,420.0,420.95,339941,-0.046437875184052554,,443.9,395.0,0.024610425387987883
2025-04-24,ARVINDFASN,EQ,420.95,427.95,413.95,417.15,174392,-0.009027200380092675,,443.9,395.0,0.024610425387987883
2025-04-25,ARVINDFASN,EQ,420.2,420.2,402.05,413.05,285552,-0.017015706806282668,,443.9,395.0,0.024610425387987883
2025-04-28,ARVINDFASN,EQ,410.1,429.0,405.45,415.35,383402,0.012801755669348939,,443.9,395.0,0.024610425387987883
2025-04-29,ARVINDFASN,EQ,412.65,417.95,401.1,404.7,199853,-0.019265721555797866,,443.9,395.0,0.024610425387987883
2025-04-30,ARVINDFASN,EQ,404.7,406.3,395.0,396.35,180823,-0.020632567333827442,415.42857142857144,443.9,395.0,0.024610425387987883
2025-04-22,ARVSMART,EQ,713.95,720.8,700.5,710.9,50454,-0.004272007843686628,,720.8,650.0,0.012179435952067719
2025-04-23,ARVSMART,EQ,712.0,714.8,699.5,707.35,43265,-0.006530898876404462,,720.8,650.0,0.012179435952067719
2025-04-24,ARVSMART,EQ,712.0,712.0,693.95,698.1,31467,-0.01952247191011233,,720.8,650.0,0.012179435952067719
2025-04-25,ARVSMART,EQ,704.0,704.0,662.9,679.2,55869,-0.03522727272727266,,720.8,650.0,0.012179435952067719
2025-04-28,ARVSMART,EQ,679.9,683.1,666.45,679.35,36792,-0.0008089424915428071,,720.8,650.0,0.012179435952067719
2025-04-29,ARVSMART,EQ,684.75,695.6,661.9,669.4,31090,-0.022416940489229677,,720.8,650.0,0.012179435952067719
2025-04-30,ARVSMART,EQ,668.0,677.2,650.0,655.1,38705,-0.019311377245508948,685.6285714285714,720.8,650.0,0.012179435952067719
2025-04-22,ASAHIINDIA,EQ,677.15,742.4,669.0,715.3,4635706,0.05633906815328949,,748.7,669.0,0.02458163813905374
2025-04-23,ASAHIINDIA,EQ,705.1,716.95,700.0,705.6,248336,0.0007091192738618636,,748.7,669.0,0.02458163813905374
2025-04-24,ASAHIINDIA,EQ,698.0,714.3,696.55,701.85,99599,0.00551575931232095,,748.7,669.0,0.02458163813905374
2025-04-25,ASAHIINDIA,EQ,708.6,714.9,687.8,704.75,389978,-0.005433248659328285,,748.7,669.0,0.02458163813905374
2025-04-28,ASAHIINDIA,EQ,703.7,738.4,698.05,727.85,293327,0.0343186016768509,,748.7,669.0,0.02458163813905374
2025-04-29,ASAHIINDIA,EQ,727.85,748.7,720.0,743.65,208336,0.021707769457992656,,748.7,669.0,0.02458163813905374
2025-04-30,ASAHIINDIA,EQ,743.65,748.3,728.1,733.9,158309,-0.013111006521885295,718.9857142857143,748.7,669.0,0.02458163813905374
2025-04-22,ASAHISONG,EQ,365.35,376.45,361.6,372.4,10415,0.01929656493773082,,384.0,338.0,0.017720615287285572
2025-04-23,ASAHISONG,EQ,376.45,384.0,370.0,373.6,11419,-0.007570726524106697,,384.0,338.0,0.017720615287285572
2025-04-24,ASAHISONG,EQ,376.4,379.05,359.95,364.75,13887,-0.03095111583421886,,384.0,338.0,0.017720615287285572
2025-04-25,ASAHISONG,EQ,363.4,368.95,348.1,352.2,23701,-0.03082003302146392,,384.0,338.0,0.017720615287285572
2025-04-28,ASAHISONG,EQ,350.35,353.7,345.5,346.7,4891,-0.01041815327529623,,384.0,338.0,0.017720615287285572
2025-04-29,ASAHISONG,EQ,350.7,350.7,340.1,341.5,5088,-0.026233247790133987,,384.0,338.0,0.017720615287285572
2025-04-30,ASAHISONG,EQ,346.25,346.25,338.0,341.85,5376,-0.012707581227436758,356.14285714285717,384.0,338.0,0.017720615287285572
2025-04-22,ASAL,EQ,501.5,529.45,491.55,509.9,84391,0.016749750747756684,,545.0,468.25,0.02227134723665862
2025-04-23,ASAL,EQ,512.5,527.0,508.05,510.85,61782,-0.003219512195121907,,545.0,468.25,0.02227134723665862
2025-04-24,ASAL,EQ,511.0,523.85,505.0,510.8,32759,-0.0003913894324853006,,545.0,468.25,0.02227134723665862
2025-04-25,ASAL,EQ,510.8,545.0,468.25,526.0,64695,0.02975724353954579,,545.0,468.25,0.02227134723665862
2025-04-28,ASAL,EQ,515.0,519.75,495.0,497.5,45446,-0.03398058252427184,,545.0,468.25,0.02227134723665862
2025-04-29,ASAL,EQ,497.5,507.5,485.0,487.2,26330,-0.020703517587939722,,545.0,468.25,0.02227134723665862
2025-04-30,ASAL,EQ,489.95,496.2,474.4,480.8,15287,-0.018675375038269167,503.29285714285714,545.0,468.25,0.02227134723665862
2025-04-22,ASALCBR,EQ,1300.0,1326.8,1287.4,1299.3,53328,-0.0005384615384615735,,1340.9,1086.0,0.03292981252173016
2025-04-23,ASALCBR,EQ,1325.0,1330.0,1265.0,1288.4,43017,-0.027622641509433894,,1340.9,1086.0,0.03292981252173016
2025-04-24,ASALCBR,EQ,1300.0,1322.0,1280.1,1290.8,37594,-0.007076923076923112,,1340.9,1086.0,0.03292981252173016
2025-04-25,ASALCBR,EQ,1285.1,1340.9,1218.0,1288.2,103529,0.0024122636370711515,,1340.9,1086.0,0.03292981252173016
2025-04-28,ASALCBR,EQ,1248.2,1248.3,1115.7,1133.9,291454,-0.09157186348341607,,1340.9,1086.0,0.03292981252173016
2025-04-29,ASALCBR,EQ,1136.0,1150.0,1086.0,1113.0,160499,-0.020246478873239437,,1340.9,1086.0,0.03292981252173016
2025-04-30,ASALCBR,EQ,1101.0,1123.9,1087.4,1097.6,73355,-0.003088101725703988,1215.8857142857144,1340.9,1086.0,0.03292981252173016
2025-04-22,ASHAPURMIN,EQ,390.8,395.0,381.35,385.1,105417,-0.014585465711361281,,395.0,330.1,0.017215219938472793
2025-04-23,ASHAPURMIN,EQ,388.0,388.0,368.0,373.65,178705,-0.03698453608247428,,395.0,330.1,0.017215219938472793
2025-04-24,ASHAPURMIN,EQ,371.9,376.15,367.8,370.7,123735,-0.003226673837052941,,395.0,330.1,0.017215219938472793
2025-04-25,ASHAPURMIN,EQ,368.5,371.85,352.2,352.2,199116,-0.0442333785617368,,395.0,330.1,0.017215219938472793
2025-04-28,ASHAPURMIN,EQ,353.95,355.45,346.0,348.0,120719,-0.01681028393840935,,395.0,330.1,0.017215219938472793
2025-04-29,ASHAPURMIN,EQ,349.0,359.9,342.45,346.85,197711,-0.006160458452721998,,395.0,330.1,0.017215219938472793
2025-04-30,ASHAPURMIN,EQ,346.65,346.65,330.1,332.2,175231,-0.04168469637963361,358.38571428571424,395.0,330.1,0.017215219938472793
2025-04-22,ASHIANA,EQ,265.3,269.95,263.5,264.85,82975,-0.0016961929890689355,,273.2,260.0,0.012681552521940889
2025-04-23,ASHIANA,EQ,266.4,270.8,261.25,263.85,123926,-0.009572072072071901,,273.2,260.0,0.012681552521940889
2025-04-24,ASHIANA,EQ,264.0,271.0,264.0,265.75,109619,0.006628787878787879,,273.2,260.0,0.012681552521940889
2025-04-25,ASHIANA,EQ,266.45,271.4,260.0,262.1,120299,-0.016325764683805463,,273.2,260.0,0.012681552521940889
2025-04-28,ASHIANA,EQ,262.1,269.85,260.0,261.75,103053,-0.001335368180084024,,273.2,260.0,0.012681552521940889
2025-04-29,ASHIANA,EQ,263.8,273.2,262.65,269.45,138672,0.021417740712661018,,273.2,260.0,0.012681552521940889
2025-04-30,ASHIANA,EQ,270.0,273.2,265.5,267.05,75004,-0.010925925925925884,264.9714285714286,273.2,260.0,0.012681552521940889
2025-04-22,ASHIMASYN,EQ,26.95,31.0,25.99,28.64,2138418,0.06270871985157704,,33.98,25.99,0.05012753587162641
2025-04-23,ASHIMASYN,EQ,28.68,31.81,28.68,30.21,1202838,0.053347280334728076,,33.98,25.99,0.05012753587162641
2025-04-24,ASHIMASYN,EQ,30.29,31.85,29.62,30.16,816892,-0.004291845493562199,,33.98,25.99,0.05012753587162641
2025-04-25,ASHIMASYN,EQ,30.17,30.45,27.53,30.02,1124129,-0.004971826317534045,,33.98,25.99,0.05012753587162641
2025-04-28,ASHIMASYN,EQ,29.7,31.99,29.7,31.52,872808,0.06127946127946129,,33.98,25.99,0.05012753587162641
2025-04-29,ASHIMASYN,EQ,32.0,33.98,32.0,32.62,1137882,0.01937499999999992,,33.98,25.99,0.05012753587162641
2025-04-30,ASHIMASYN,EQ,33.0,33.0,30.15,30.47,615556,-0.0766666666666667,30.52,33.98,25.99,0.05012753587162641
2025-04-22,ASHOKA,EQ,197.1,201.0,196.1,198.02,1027130,0.004667681380010228,,207.6,182.55,0.02176139217177826
2025-04-23,ASHOKA,EQ,205.0,207.6,198.55,199.25,4665780,-0.02804878048780488,,207.6,182.55,0.02176139217177826
2025-04-24,ASHOKA,EQ,199.3,200.77,196.96,198.04,1224437,-0.006322127446061311,,207.6,182.55,0.02176139217177826
2025-04-25,ASHOKA,EQ,198.04,198.68,188.61,190.47,1753268,-0.03822460109068872,,207.6,182.55,0.02176139217177826
2025-04-28,ASHOKA,EQ,189.0,192.64,187.22,189.43,1213628,0.002275132275132311,,207.6,182.55,0.02176139217177826
2025-04-29,ASHOKA,EQ,190.0,194.47,190.0,193.11,1134605,0.01636842105263165,,207.6,182.55,0.02176139217177826
2025-04-30,ASHOKA,EQ,191.2,192.36,182.55,184.31,1177167,-0.03603556485355642,193.23285714285717,207.6,182.55,0.02176139217177826
2025-04-22,ASHOKAMET,EQ,19.79,19.9,19.46,19.51,18561,-0.014148559878726508,,20.5,17.11,0.027104113465580427
2025-04-23,ASHOKAMET,EQ,19.9,19.9,19.1,19.24,27822,-0.03316582914572865,,20.5,17.11,0.027104113465580427
2025-04-24,ASHOKAMET,EQ,19.0,19.9,18.76,19.07,68052,0.0036842105263158046,,20.5,17.11,0.027104113465580427
2025-04-25,ASHOKAMET,EQ,19.07,20.5,18.0,18.44,98645,-0.03303618248557939,,20.5,17.11,0.027104113465580427
2025-04-28,ASHOKAMET,EQ,18.44,20.44,18.36,18.77,166288,0.017895878524945678,,20.5,17.11,0.027104113465580427
2025-04-29,ASHOKAMET,EQ,19.11,19.11,18.06,18.2,38292,-0.04761904761904763,,20.5,17.11,0.027104113465580427
2025-04-30,ASHOKAMET,EQ,18.52,18.56,17.11,17.47,94572,-0.056695464362851014,18.67142857142857,20.5,17.11,0.027104113465580427
2025-04-22,ASHOKLEY,EQ,222.0,225.34,220.91,222.67,5057422,0.0030180180180179616,,233.0,220.91,0.018097682628602643
2025-04-23,ASHOKLEY,EQ,224.0,231.38,223.0,230.68,10947162,0.029821428571428603,,233.0,220.91,0.018097682628602643
2025-04-24,ASHOKLEY,EQ,230.15,232.1,228.83,230.62,6141469,0.002042146426243749,,233.0,220.91,0.018097682628602643
2025-04-25,ASHOKLEY,EQ,230.69,233.0,223.24,225.04,6984672,-0.024491742164809944,,233.0,220.91,0.018097682628602643
2025-04-28,ASHOKLEY,EQ,223.1,227.79,222.68,227.46,2976823,0.019542805916629376,,233.0,220.91,0.018097682628602643
2025-04-29,ASHOKLEY,EQ,227.99,231.32,226.13,227.86,3403988,-0.0005702004473880234,,233.0,220.91,0.018097682628602643
2025-04-30,ASHOKLEY,EQ,227.88,229.55,224.71,225.31,5023583,-0.011277865543268357,227.0914285714286,233.0,220.91,0.018097682628602643
2025-04-22,ASIANENE,EQ,315.1,322.5,312.1,313.9,93901,-0.003808314820691988,,323.35,276.05,0.023060327984271243
2025-04-23,ASIANENE,EQ,316.5,323.35,310.0,313.35,59024,-0.009952606635071018,,323.35,276.05,0.023060327984271243
2025-04-24,ASIANENE,EQ,316.65,317.4,304.0,305.1,145425,-0.036475603979156654,,323.35,276.05,0.023060327984271243
2025-04-25,ASIANENE,EQ,309.7,309.7,286.8,292.55,91338,-0.05537617048756854,,323.35,276.05,0.023060327984271243
2025-04-28,ASIANENE,EQ,288.0,293.8,285.25,288.85,66911,0.0029513888888889677,,323.35,276.05,0.023060327984271243
2025-04-29,ASIANENE,EQ,295.95,295.95,278.0,281.2,62402,-0.049839499915526275,,323.35,276.05,0.023060327984271243
2025-04-30,ASIANENE,EQ,282.6,286.4,276.05,277.85,55711,-0.016808209483368718,296.11428571428576,323.35,276.05,0.023060327984271243
2025-04-22,ASIANPAINT,EQ,2445.0,2450.0,2413.5,2432.0,543658,-0.005316973415132925,,2491.0,2401.5,0.009716909792961347
2025-04-23,ASIANPAINT,EQ,2437.0,2456.6,2425.6,2453.1,744696,0.006606483381206364,,2491.0,2401.5,0.009716909792961347
2025-04-24,ASIANPAINT,EQ,2450.0,2491.0,2435.9,2464.4,1203452,0.0058775510204082,,2491.0,2401.5,0.009716909792961347
2025-04-25,ASIANPAINT,EQ,2464.3,2468.7,2413.7,2431.6,702217,-0.013269488292821601,,2491.0,2401.5,0.009716909792961347
2025-04-28,ASIANPAINT,EQ,2419.9,2459.8,2405.0,2452.2,554922,0.0133476589941732,,2491.0,2401.5,0.009716909792961347
2025-04-29,ASIANPAINT,EQ,2460.0,2472.0,2441.6,2451.1,1235066,-0.003617886178861826,,2491.0,2401.5,0.009716909792961347
2025-04-30,ASIANPAINT,EQ,2450.0,2462.2,2401.5,2425.7,1479678,-0.00991836734693885,2444.2999999999997,2491.0,2401.5,0.009716909792961347
2025-04-22,ASIANTILES,EQ,46.22,47.0,45.65,46.51,388278,0.00627434011250539,,47.29,42.71,0.02463290577462463
2025-04-23,ASIANTILES,EQ,46.8,47.29,45.57,46.34,375146,-0.009829059829059695,,47.29,42.71,0.02463290577462463
2025-04-24,ASIANTILES,EQ,46.2,46.88,45.91,46.26,263211,0.001298701298701194,,47.29,42.71,0.02463290577462463
2025-04-25,ASIANTILES,EQ,46.5,46.85,43.62,44.21,591607,-0.04924731182795697,,47.29,42.71,0.02463290577462463
2025-04-28,ASIANTILES,EQ,44.0,44.41,43.13,44.05,308021,0.0011363636363635717,,47.29,42.71,0.02463290577462463
2025-04-29,ASIANTILES,EQ,44.07,44.97,42.79,43.41,451374,-0.01497617426820975,,47.29,42.71,0.02463290577462463
2025-04-30,ASIANTILES,EQ,43.68,46.3,42.71,45.07,960655,0.031822344322344334,45.121428571428574,47.29,42.71,0.02463290577462463
2025-04-22,ASKAUTOLTD,EQ,442.0,445.3,431.2,440.85,205612,-0.00260180995475108,,445.3,393.3,0.01831479625191993
2025-04-23,ASKAUTOLTD,EQ,441.7,442.7,426.2,436.25,178248,-0.012338691419515484,,445.3,393.3,0.01831479625191993
2025-04-24,ASKAUTOLTD,EQ,436.25,438.2,428.0,430.8,81173,-0.012492836676217738,,445.3,393.3,0.01831479625191993
2025-04-25,ASKAUTOLTD,EQ,428.05,431.95,404.1,408.25,225114,-0.04625627847214113,,445.3,393.3,0.01831479625191993
2025-04-28,ASKAUTOLTD,EQ,407.25,415.0,403.1,406.05,146122,-0.002946593001841593,,445.3,393.3,0.01831479625191993
2025-04-29,ASKAUTOLTD,EQ,406.95,414.5,406.95,410.05,105298,0.007617643445140737,,445.3,393.3,0.01831479625191993
2025-04-30,ASKAUTOLTD,EQ,411.9,412.0,393.3,399.65,149166,-0.029740228210730763,418.84285714285716,445.3,393.3,0.01831479625191993
2025-04-22,ASMS,EQ,18.2,18.7,17.5,17.7,365998,-0.027472527472527472,,19.0,16.01,0.03608233938454622
2025-04-23,ASMS,EQ,17.74,18.75,17.12,18.59,749067,0.04791431792559197,,19.0,16.01,0.03608233938454622
2025-04-24,ASMS,EQ,18.89,19.0,18.13,18.21,324421,-0.035997882477501304,,19.0,16.01,0.03608233938454622
2025-04-25,ASMS,EQ,18.29,18.39,16.9,16.98,420498,-0.0716238381629305,,19.0,16.01,0.03608233938454622
2025-04-28,ASMS,EQ,16.95,17.18,16.44,16.57,258560,-0.02241887905604714,,19.0,16.01,0.03608233938454622
2025-04-29,ASMS,EQ,16.5,17.1,16.25,16.41,207091,-0.005454545454545446,,19.0,16.01,0.03608233938454622
2025-04-30,ASMS,EQ,16.49,16.81,16.01,16.12,196680,-0.022437841115827622,17.225714285714286,19.0,16.01,0.03608233938454622
2025-04-22,ASPINWALL,EQ,256.27,261.18,256.27,259.53,2946,0.012720958364225196,,289.59,251.34,0.04935315046928848
2025-04-23,ASPINWALL,EQ,258.59,265.0,256.0,259.72,5257,0.004369851889091041,,289.59,251.34,0.04935315046928848
2025-04-24,ASPINWALL,EQ,262.5,267.99,260.0,261.79,3223,-0.0027047619047618266,,289.59,251.34,0.04935315046928848
2025-04-25,ASPINWALL,EQ,261.99,266.45,251.55,253.89,6613,-0.030917210580556596,,289.59,251.34,0.04935315046928848
2025-04-28,ASPINWALL,EQ,260.8,260.8,251.34,254.14,3558,-0.025536809815951016,,289.59,251.34,0.04935315046928848
2025-04-29,ASPINWALL,EQ,256.33,287.98,254.96,284.77,93216,0.11095072757773183,,289.59,251.34,0.04935315046928848
2025-04-30,ASPINWALL,EQ,286.0,289.59,267.0,278.15,25076,-0.027447552447552526,264.57,289.59,251.34,0.04935315046928848
2025-04-22,ASTEC,EQ,767.0,780.4,759.4,765.15,41975,-0.0024119947848761703,,790.0,680.65,0.013731153751173278
2025-04-23,ASTEC,EQ,776.8,790.0,750.3,765.0,45978,-0.015190525231719819,,790.0,680.65,0.013731153751173278
2025-04-24,ASTEC,EQ,765.0,770.0,734.1,739.0,57500,-0.03398692810457516,,790.0,680.65,0.013731153751173278
2025-04-25,ASTEC,EQ,739.0,747.75,702.35,709.65,22915,-0.039715832205683387,,790.0,680.65,0.013731153751173278
2025-04-28,ASTEC,EQ,708.4,711.95,693.1,704.4,9275,-0.005646527385657821,,790.0,680.65,0.013731153751173278
2025-04-29,ASTEC,EQ,709.1,726.05,686.05,693.05,34496,-0.02263432520095906,,790.0,680.65,0.013731153751173278
2025-04-30,ASTEC,EQ,698.9,703.9,680.65,685.9,11143,-0.0186006581771355,723.1642857142857,790.0,680.65,0.013731153751173278
2025-04-22,ASTERDM,EQ,502.15,515.75,500.25,512.4,530240,0.020412227422085035,,519.85,492.2,0.017968102432930375
2025-04-23,ASTERDM,EQ,514.9,514.9,503.3,505.85,353599,-0.0175762283938628,,519.85,492.2,0.017968102432930375
2025-04-24,ASTERDM,EQ,500.1,514.95,500.1,508.9,588986,0.017596480703859135,,519.85,492.2,0.017968102432930375
2025-04-25,ASTERDM,EQ,513.0,515.5,492.2,505.25,696766,-0.015107212475633527,,519.85,492.2,0.017968102432930375
2025-04-28,ASTERDM,EQ,501.7,518.75,500.55,513.05,721328,0.022623081522822337,,519.85,492.2,0.017968102432930375
2025-04-29,ASTERDM,EQ,515.0,519.85,508.3,511.9,287665,-0.0060194174757282,,519.85,492.2,0.017968102432930375
2025-04-30,ASTERDM,EQ,511.0,511.15,500.45,504.95,1381230,-0.01183953033268104,508.9,519.85,492.2,0.017968102432930375
2025-04-22,ASTRAL,EQ,1338.0,1397.7,1338.0,1368.6,1052588,0.022869955156950606,,1413.6,1326.7,0.022918885845022493
2025-04-23,ASTRAL,EQ,1375.4,1413.6,1366.1,1407.6,1179224,0.02341137123745806,,1413.6,1326.7,0.022918885845022493
2025-04-24,ASTRAL,EQ,1408.0,1409.6,1378.6,1391.3,581544,-0.011860795454545487,,1413.6,1326.7,0.022918885845022493
2025-04-25,ASTRAL,EQ,1390.0,1399.5,1326.7,1343.6,632125,-0.03338129496402884,,1413.6,1326.7,0.022918885845022493
2025-04-28,ASTRAL,EQ,1335.1,1377.8,1335.1,1370.8,291087,0.02673957006965774,,1413.6,1326.7,0.022918885845022493
2025-04-29,ASTRAL,EQ,1376.9,1390.0,1356.0,1364.5,249868,-0.009005737526327322,,1413.6,1326.7,0.022918885845022493
2025-04-30,ASTRAL,EQ,1354.6,1373.8,1335.0,1345.1,550825,-0.0070131404104532705,1370.2142857142858,1413.6,1326.7,0.022918885845022493
2025-04-22,ASTRAMICRO,EQ,814.0,834.0,808.85,831.35,353068,0.02131449631449634,,862.0,769.65,0.03197397126842192
2025-04-23,ASTRAMICRO,EQ,835.0,835.95,800.8,807.25,307535,-0.03323353293413173,,862.0,769.65,0.03197397126842192
2025-04-24,ASTRAMICRO,EQ,807.25,819.75,805.0,806.8,158511,-0.000557448126354965,,862.0,769.65,0.03197397126842192
2025-04-25,ASTRAMICRO,EQ,807.4,817.95,769.65,786.2,347500,-0.026257121624968953,,862.0,769.65,0.03197397126842192
2025-04-28,ASTRAMICRO,EQ,780.0,819.45,777.0,814.1,352290,0.04371794871794875,,862.0,769.65,0.03197397126842192
2025-04-29,ASTRAMICRO,EQ,818.2,862.0,818.0,848.65,1120736,0.03721583964800774,,862.0,769.65,0.03197397126842192
2025-04-30,ASTRAMICRO,EQ,850.0,857.5,821.0,828.65,382640,-0.025117647058823557,817.5714285714286,862.0,769.65,0.03197397126842192
2025-04-22,ASTRAZEN,EQ,8791.0,9088.0,8655.0,8971.5,24492,0.020532362643612787,,9211.0,8550.0,0.01490532979993435
2025-04-23,ASTRAZEN,EQ,8999.0,9140.0,8925.0,9042.0,21472,0.004778308700966774,,9211.0,8550.0,0.01490532979993435
2025-04-24,ASTRAZEN,EQ,9040.0,9211.0,8930.0,8967.5,18935,-0.008019911504424779,,9211.0,8550.0,0.01490532979993435
2025-04-25,ASTRAZEN,EQ,8922.5,8991.5,8550.0,8725.0,18396,-0.022135051835247967,,9211.0,8550.0,0.01490532979993435
2025-04-28,ASTRAZEN,EQ,8725.0,8916.0,8650.5,8840.0,12508,0.013180515759312322,,9211.0,8550.0,0.01490532979993435
2025-04-29,ASTRAZEN,EQ,8830.0,8930.0,8760.0,8794.5,7975,-0.004020385050962628,,9211.0,8550.0,0.01490532979993435
2025-04-30,ASTRAZEN,EQ,8790.0,8842.0,8630.0,8681.0,11917,-0.012400455062571104,8860.214285714286,9211.0,8550.0,0.01490532979993435
2025-04-22,ATALREAL,EQ,16.0,16.0,15.5,15.92,1371169,-0.0050000000000000044,,16.05,14.42,0.020355530670848027
2025-04-23,ATALREAL,EQ,16.0,16.0,15.53,15.87,2728597,-0.008125000000000049,,16.05,14.42,0.020355530670848027
